id,date_added,incident_date,city,state,crime_type,camera_role,outcome,summary,source_name,source_url,additional_sources,confidence
120,2026-08-13,2020-06-17,Lewisville,TX,vehicle theft,LPR alert located stolen vehicle,arrest,"Police arrested Austin Reed Held after he stole a vehicle in Lewisville on June 17, 2020. One of the city's new Flock Safety license plate reading cameras alerted officers to the stolen vehicle, leading to a pursuit and the suspect's apprehension in Richland Hills.",starlocalmedia.com,https://starlocalmedia.com/lewisvilleleader/news/new-camera-program-in-lewisville-leads-to-vehicle-theft-arrest/article_0c8b18c0-b179-11ea-8ffb-338c8e9b289d.html,,high
121,2026-08-13,2020-07-23,,,robbery,determined suspect identity,suspect identified,Flock cameras were used by the ACE Unit to identify a suspect in an armed pharmacy robbery.,gradickcommunications.com,https://www.gradickcommunications.com/2020/07/23/23410/,,low
122,2026-08-13,2020-08-18,Pleasant Grove,AL,carjacking,LPR hit located suspect vehicle,arrest,"Christian Gage Ridlehoover was arrested for carjacking a vehicle in Jefferson County after the victim was dragged while attempting to stop the suspect. Flock camera technology helped detectives locate Ridlehoover and the stolen vehicle on Allison-Bonnet Road, leading to his arrest.",trussvilletribune.com,https://www.trussvilletribune.com/2020/08/20/ridlehoover-22-arrested-in-connection-to-jefferson-county-carjacking/,https://www.wbrc.com/2020/08/20/man-carjacked-jefferson-county-suspect-arrested-after-found-walking-with-gas-can/,high
123,2026-08-13,2020-09-16,Fayetteville,GA,vehicle theft,LPR alerts identified stolen vehicles and enabled officer response,"3 juveniles arrested, 2 men arrested, vehicle recovered","On September 16, 2020, Flock Safety cameras in Fayette County identified multiple stolen vehicles and suspicious activity. The system alerted officers to a vehicle stolen in an Atlanta carjacking, leading to a pursuit and the apprehension of three juveniles; separately detected another stolen vehicle resulting in two arrests; and identified a vehicle involved in a purse theft from a gas station.",thecitizen.com,https://thecitizen.com/2020/09/20/fayettes-eyes-on-crime-bust-5-suspects-in-2-stolen-vehicles/,,high
124,2026-08-13,2020-09-08,Trussville,AL,drug offense,Flock notification on stolen tag located suspect vehicle,two arrests on drug trafficking charges,"Trussville police received a Flock camera alert on September 8, 2020, for a vehicle with a stolen tag and located it at a gas station. The stop resulted in the arrest of two individuals found with firearms and approximately 416 pills of controlled substances and marijuana.",trussvilletribune.com,https://www.trussvilletribune.com/2020/09/11/trussville-police-arrest-pair-on-drug-trafficking-charges/,,high
125,2026-08-13,2020-09-13,Birmingham,AL,homicide,LPR identified suspect vehicle from shooting scene,arrest and capital murder charge,"Flock Safety cameras helped Birmingham police locate the vehicle used in the fatal shooting of 71-year-old Javanna Cotton Owens on September 13, 2020. The LPR hit led to the arrest of Kartavius Vines, who was charged with capital murder.",trussvilletribune.com,https://www.trussvilletribune.com/2020/09/15/flock-cameras-help-track-down-suspect-in-shooting-death-of-71-year-old-woman/,,high
126,2026-08-13,2020-12-10,Trussville,AL,vehicle theft,LPR hit identified stolen vehicle,"arrest, vehicle recovered, drugs seized","Trussville Police recovered a stolen Honda Accord and arrested Christopher Wayne Stewart after a Flock Safety camera alert led to a traffic stop on December 10, 2020. Stewart was charged with receiving stolen property and drug offenses.",trussvilletribune.com,https://www.trussvilletribune.com/2020/12/17/trussville-pd-makes-arrest-recover-stolen-vehicle-after-flock-safety-hit/,,high
127,2026-08-13,2020-12-18,Wichita,KS,homicide,LPR system identified suspect vehicle in homicide investigation,arrest of murder suspect,"Wichita police deployed Flock Safety fixed license plate readers across 35 high-crime locations. Within one month, the system helped recover 68 stolen vehicles, make 39 felony arrests, and assisted detectives in identifying a vehicle in a homicide investigation, resulting in the arrest of a 17-year-old murder suspect.",govtech.com,https://www.govtech.com/public-safety/Wichita-Kan-Police-Say-License-Plate-Readers-Solve-Crimes.html,,high
128,2026-08-13,2020-12-08,Atherton,CA,burglary,LPR captured image of suspect vehicle,lead on culprits; vehicle linked to other thefts,"On December 8, burglars stole approximately $800,000 in jewelry from an Atherton home. One of the town's new Flock Safety license plate readers captured an image of the vehicle involved, which police linked to two other thefts in the Bay Area.",almanacnews.com,https://www.almanacnews.com/news/2020/12/16/two-more-burglaries-in-atherton-lead-in-theft-of-800k-worth-of-jewelry,,high
129,2026-08-13,2019-08,Irondale,AL,vehicle theft,LPR alert identified stolen vehicle location,"vehicle recovered, arrests made",Irondale Police deployed Flock Safety cameras and within two months recovered 6 stolen vehicles and made 7 arrests including vehicle thieves and drug offenders. A stolen vehicle was detected and located within five minutes of the camera alert.,wbrc.com,https://www.wbrc.com/2019/08/15/irondale-police-using-new-tech-catch-crooks/,,high
130,2026-08-13,2020-07-21,Moody,AL,theft/larceny,LPR alert identified stolen tag on vehicle,arrest,"Moody Police received a Flock Safety camera alert about a stolen tag on a white van at a Love's Travel Stop. The driver, Reginald Jones, was arrested and charged with receiving stolen property and imitation drugs after officers discovered he had placed the stolen tag on his vehicle to avoid being pulled over.",trussvilletribune.com,https://www.trussvilletribune.com/2020/07/22/moody-pd-arrest-man-for-stolen-tag-and-epsom-salt-he-thought-was-meth/,,high
131,2026-08-13,2020-07-05,Trussville,AL,vehicle theft,Real-time alert located stolen vehicle,"Vehicle recovered, suspect arrested on vehicle theft and drug charges","Flock Safety cameras alerted Trussville police to a stolen 2020 Nissan Altima rental car, leading officers to stop the vehicle on Main Street and arrest the driver, who was also found to be carrying marijuana.",trussvilletribune.com,https://www.trussvilletribune.com/2020/07/06/flock-safety-alert-leads-to-stolen-vehicle-recovery-and-drug-charge-trussville/,,high
132,2026-08-13,2026-08,Hemet,CA,vehicle theft,LPR system identified and located stolen vehicles and suspects,"24 vehicles recovered, 20+ arrests, armed robbery and carjacking solved","Hemet Police deployed 20 Flock Safety LPR cameras across the city, resulting in recovery of 24 stolen vehicles, over 20 arrests, and resolution of an armed robbery and carjacking within the first month of operation.",inlandnewstoday.com,http://www.inlandnewstoday.com/story.php?s=59683,,high
133,2026-08-13,2020-08-10,Pell City,AL,shooting,LPR hit located suspect vehicle on I-20,arrest,"Donald Gordy was suspected of shooting a Lamar County Sheriff's Deputy in Georgia on Saturday night. A Flock camera in St. Clair County, Alabama helped locate Gordy in a white pickup truck on I-20, leading to his arrest.",newsaegis.com,https://www.newsaegis.com/news/man-suspected-of-officer-shooting-in-georgia-arrested-in-st-clair-county/article_14d65d60-dcc5-11ea-b4ad-fbd591385cba.html,,high
134,2026-08-13,2020-08-29,Moody,AL,vehicle theft,LPR alert identified stolen vehicle,arrest,"Flock Safety System alerted Moody police to a stolen vehicle driven by Quintarius Mitchell on August 29, 2020. The ensuing pursuit resulted in a collision with an Odenville police cruiser, and Mitchell was arrested and charged with attempted murder, vehicle theft, and related offenses.",trussvilletribune.com,https://www.trussvilletribune.com/2020/09/04/center-point-man-charged-with-attempted-murder-after-police-vehicle-rammed/,,high
135,2026-08-14,2020-10,,CA,vehicle theft,LPR alerts identified stolen vehicles and suspect vehicles in hit-and-run cases,"25 stolen vehicles recovered, suspects apprehended, hit-and-run cases solved","A California city deployed 10 Flock Safety cameras starting in October 2020, which generated alerts for stolen vehicles and helped identify suspect vehicles in fatal pedestrian crashes. The cameras recovered approximately 25 stolen vehicles and solved two hit-and-run cases that may otherwise have remained unsolved.",govtech.com,https://www.govtech.com/public-safety/License-Plate-Reader-Cameras-Virtually-Gate-California-City.html,,high
136,2026-08-14,2020-01-05,Birmingham,AL,homicide,Flock alert identified stolen tag on suspect vehicle,suspect arrested and detained; charged with capital murder,"Stacey Flournoy, 32, was shot and killed on January 5, 2020 in Birmingham. Delvin Lamar Hunter was identified as the suspect and arrested in September 2020 after a Flock Safety camera alert about a stolen tag; his detention on drug charges kept him in jail until he was charged with capital murder in January 2021.",trussvilletribune.com,https://www.trussvilletribune.com/2021/01/20/suspect-in-shooting-death-of-woman-in-birmingham-already-in-jail-after-arrest-by-trussville-pd/,,high
137,2026-08-14,2021-03-12,Camden,SC,vehicle theft,Flock camera alert identified stolen box truck,suspect arrested,"A Flock camera on East Dekalb Street in Camden detected a stolen box truck, triggering a multi-jurisdiction chase that resulted in the arrest of Aaron Michael Wolferst after he fled on foot at Sand Hills State Park.",abccolumbia.com,https://www.abccolumbia.com/2021/03/11/kcso-arrests-indiana-man-after-multi-jurisdiction-chase-involving-reportedly-stolen-box-truck/,,high
138,2026-08-14,2021-06-05,College Park,GA,vehicle theft,FLOCK alert located stolen vehicle,"officer injured, suspects involved in vehicle pursuit","A College Park police investigator received a Flock camera alert about a stolen SUV and located it at a hotel on June 5, 2021. When he approached the vehicle, he was run over by the driver, sustaining serious injuries that required hospitalization and ongoing medical care.",fox5atlanta.com,https://www.fox5atlanta.com/news/college-park-officer-run-over-by-teen-suspect-faces-long-road-to-recovery,https://www.fox7austin.com/news/college-park-police-officer-runover-teen-driver-stolen-car https://www.fox5atlanta.com/news/college-park-police-officer-runover-teen-driver-stolen-car,high
139,2026-08-14,2021-06-12,College Park,GA,vehicle theft,Flock alert located stolen vehicle,suspect apprehended,"A Flock camera alert notified College Park Police Officer Ivory Morris of a stolen vehicle near a hotel. The officer located the vehicle and a 15-year-old suspect, who was apprehended after a brief confrontation during which the officer was struck by the fleeing vehicle.",fox32chicago.com,https://www.fox32chicago.com/news/college-park-police-officer-runover-teen-driver-stolen-car,https://www.fox6now.com/news/college-park-police-officer-runover-teen-driver-stolen-car https://www.fox10phoenix.com/news/college-park-police-officer-runover-teen-driver-stolen-car https://www.fox5ny.com/news/college-park-police-officer-runover-teen-driver-stolen-car https://www.fox35orlando.com/news/college-park-police-officer-runover-teen-driver-stolen-car,high
140,2026-08-14,2021-06,Troutman,NC,vehicle theft,Flock camera alerts led to location of stolen vehicles,"Four vehicles recovered, suspects arrested and charged","Troutman Police recovered four stolen vehicles in June 2021 with assistance from Flock Safety cameras. Flock alerts and real-time notifications helped officers locate the stolen vehicles and apprehend suspects, resulting in multiple arrests and charges for felony possession of stolen motor vehicles.",statesville.com,https://statesville.com/news/local/troutman-police-recover-four-stolen-vehicles-credit-good-old-fashion-police-work/article_fb8191ce-c95c-11eb-b884-eb4ba7875db2.html,,high
